Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q7,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q10,Q11,Q12,Q13,Q14,Q15_1,Q16,Q17,Q18,Q19
462,1,4/24/14 22:30,R_d09OcYsq3tupGGF,,,,,,,2,I think this is a bad situation because of the fact that it is people who are possibility of going to war. this is something that yes the united states was saying that it was blaming the syrian president because he was not doing his job. this affected two countries because syria is a poor country and the united states was gonna help.the Syrian president seems to not be the right choice for the president at the time. ,6.561,6.561,227.706,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,30,1,4,non denominational,5,hospitality restaurant adminstration ,4,5,2
890,1,4/24/14 23:18,R_9REvAPeu5KntGHr,,,,,,,2,"Syria's use of chemical weapons was uncalled for in a civil war, especially if they had agreed not to use them in the first place.  Just the action of a country using weapons of this scale in such a ""small war"" provides good evidence for the seizure and collection of all chemical weapons everywhere.  However, there will always be people willing to make these weapons for just about anyone, for the right price.  So, you have to wonder how much can really be done at this time.",3.542,164.348,167.785,3,5,6,5,5,5,5,4,5,5,5,5,4,6,6,6,4,4,1,4,4,5,4,6,5,3,6,5,6,5,3,4,1,19,1,1,Lutheran,4,Geospatial Sciences,6,6,1
935,1,4/25/14 9:06,R_1ZfeLzxYtos0oV7,,,,,,,2,"My reaction to Syria use of chemical weapons is surprised, because I don't think any country should be using that kind of weapons because of how deadly they can be.  But, Syria also has there own right to do what they want as a country, they should not be using these chemical weapons on innocent mean and women.  I am also not surprised the U.S wants to step in on this kind of world problem.  Stepping in is what the U.S tends to do because we are such a world power.  I agree that if the United States wants to step in it should be to obtain the leader and not just look for chemical weapons, they need to capture the man behind the weapons and who is the one pushing the chemical warfare.",6.339,6.339,292.396,1,8,5,4,5,4,3,5,4,4,4,3,2,5,3,3,3,5,5,4,5,5,1,6,4,3,4,2,4,5,4,4,1,21,1,3,Christian ,2,Business,4,5,1
689,1,4/25/14 10:55,R_6D68bNFNnCHSjCR,,,,,,,2,I agree with them that we should intervene.  If the Syrian president is putting innocent people in danger that is misusing his power.  I also think it is a good point that we should not be allowed to intervene unless we have a greater military plan that has a main goal of getting the Syrian president out of his position.  This is a long term threat to everyone and if we just take action for the short term than that could put us in more danger.  I also think the religious leader is right when he is saying that he will face divine judgment one day for his actions.  I think the Syrian president should not be allowed this much power whenever he is misusing it and endangering innocent people.  I do think that the United States should watch out for people in other countries and try to keep everyone safe because we are blessed with the strength and resources to do so.  It is interesting to me that President George Bush would say that he always had a bad feeling about the guy and that he thought he was being mischievous.  Then how com Bush didn't step up and figure out what he is doing?,0.861,335.125,335.425,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,2,6,4,1,6,6,2,5,6,2,6,2,6,2,20,1,2,Christian,3,Nursing,2,2,1
1070,1,4/25/14 11:25,R_e3ctUsY9Hjgh1sh,,,,,,,2,"I think something big needs to happen in syria because, like the article said, if this falls into terrorists hands thing will get very bad. However, Syria knowing the rules and still using them the UN needs to step up now and do something about it. The United States I think needs to worry about our own country before it crumbles from our president that has wasted 6 years in the white house doing nothing. The UN is supposed to be the people enforcing the international law. This needs to be settled soon other wise a lot of problems will arise.",6.859,286.058,307.441,9,9,4,4,4,4,5,4,1,1,1,3,3,4,4,4,1,2,4,1,3,4,1,5,4,3,5,3,4,2,4,3,1,19,1,1,Christian (nondenominational),2,Cell and Molecular Biology,6,8,1
1278,1,4/25/14 14:15,R_29ofGlUYXHFjpmB,,,,,,,2,"I feel that Syria's use of chemical weapons is a very dangerous thing, not only the United States but for the whole world. If people think that it is okay to use such a weapon that has no real way of controlling who it kills or how many people it kills at once then our world may be headed towards a very dim future. Chemical weapons are much different than other kinds because they usually cover big spaces and are uncontrollable, which makes it clear why international laws forbid the use of such things. If Syria makes a point that they used them, without consequence then other war-minded people will see that and think its okay to use them. The problem with this is obvious, if every country that is in a war uses chemical weapons, ranging from small to large, the worlds population will shrink if not disappear due to the casualties involved. I believe that the United States had a right to react to this event, for the reason that it puts our nation in danger. If a law is made for the good of all nations theres a reason it was made and it should be stuck to. Not complying to laws should result in some sort of disapproval for everyone involved. However, I don't believe the United States should try to get involved solely on our own. If we were to try to ""punish"" this act, we should do so with the help of all the other nations because they are in just as much danger as we are. ",5.343,724.177,790.421,22,7,6,4,6,4,4,5,5,5,5,5,4,5,5,3,4,5,4,4,5,4,3,6,4,3,5,3,4,6,5,4,2,19,1,1,Christian,5,Undecided,4,7,1
539,1,4/27/14 9:57,R_0iao3WxXQV9MdmZ,,,,,,,2,I really don't understand the situation but I definitely don't like the idea of using chemical weapons. ,11.359,33.53,60.841,3,7,5,5,5,5,5,5,5,4,5,5,3,5,5,5,6,1,6,6,5,2,3,6,5,3,6,3,5,4,4,6,2,20,1,2,Christian,4,Clinical Laboratory Science,3,6,2
1134,1,4/27/14 15:16,R_6FOAn4NKlI32clf,,,,,,,2,"I feel that Syria's use of chemical weapons is a horrible thing. Chemicals should be gone, but since they do exist I feel that they should only be used to help people not to hurt them. No one should be allowed to use chemical weapons to harm people. The United States' reaction is fine, but I feel that we should try to use force unless it is the only option. We should protect ourselves first but I don't think that we should ignore the plight of others. We do have to stop Syria's use of chemical weapons but we should not use our own weapons to make a point. Violence only breeds more violence. If we can take the president of Syria out of power without using extreme force and a war then the country and ourselves will be better off in the long run. ",9.142,9.142,393.053,1,6,4,5,4,4,3,3,3,1,2,2,2,3,2,1,1,4,6,3,5,4,5,2,3,1,3,3,2,4,3,4,2,21,1,3,unaffiliated,4,Criminology,4,3,1
1302,1,4/27/14 16:07,R_dbDtmliKt2KRebr,,,,,,,2,"I believe that every moral person would think that the use of chemical weapons is wrong and highly unethical. Using chemicals to destroy a country in a civil war is a very immoral action, and should not be tolerated whatsoever. Therefore, I believe it is only right that Syria should be stopped from using such weapons, but done so in a way that does not harm others who may go there and fight against them. Syria has had a dangerous past regarding civil wars, and should be taken to be a very dangerous and hostile place. Therefore, it is important to take care when invading Syria to fight those using the chemical weapons, to ensure the safety of our troops and of innocent citizens in Syria. ",4.409,39.337,298.54,3,7,4,4,4,3,5,5,4,2,2,3,1,2,2,2,1,4,5,1,3,3,2,5,6,1,6,4,5,4,1,2,1,21,1,4,atheist,8,Biology,3,3,1
879,1,4/27/14 17:40,R_4IqskHnsrwYeifX,,,,,,,2,"I personally think no one in the world has the right to either own chemical weapons or any destroyable weapons, that way we wont even have the opportunity to discuss such a topic at the first place. However, everyone has the right to defend themselves, but this could be achieved through many other ways that owning chemical weapons nor getting into wars. By seeking peace we can avoid all these problems that we have in the world. ",1.88,605.712,618.027,17,5,5,5,5,5,5,5,3,5,2,3,2,2,5,5,4,5,6,6,6,5,5,6,6,5,5,5,6,6,5,5,1,22,7,3,Muslim,5,CMB,7,8,2
776,1,4/27/14 19:23,R_9Hp8N2QlBPrL6TP,,,,,,,2,I think that it is crazy that that is the most chemical weapons being used. Also that he is used them against his own people. The United states do not want to be apart of that. Our former presidents did not agree with the mischief ways that he had. The fact that innocent people are being killed is not ok.,4.686,147.024,158.412,7,5,5,2,6,6,6,6,3,4,4,4,3,5,5,2,5,4,6,2,6,4,2,4,4,2,5,2,5,3,4,5,2,19,1,1,Christian ,4,elemetrary education ,1,1,2
216,1,4/27/14 20:50,R_a43dfw6jOB86s8B,,,,,,,2,"the use of chemical weapons is a sad one, the fact that anyone would want to harm one is a great disappointment opt the human race; but humans are destined to cause problems as long as there are people who disagree with them. i don't want anyone to have to go to war but at the same time if no one stands up to tyranny it will continue to reign. i've came to terms with my contradicting mindset and i've concluded that i should just let the people in office who are more set on what they think they should do come up with the answers",1.269,7.781,131.999,3,6,5,5,2,4,3,5,3,5,2,6,4,2,6,3,6,3,5,5,2,3,5,3,4,4,4,3,4,4,4,6,1,19,1,1,none,9,cis,4,7,1
2068,1,4/27/14 22:37,R_9U1ccea8ERkDwX3,,,,,,,2,"It would be unfair to talk about the use of chemical weapons by the Syrian regime as a fact without providing an evidence. I could write about my reaction to something that I know truly happened after seeing it on TV, for example. Supposing that Assad is the one who is behind all the mess going on in Syria just because X of people thinks he is a bad president, is not enough proof. What is going on in Syria is insane and should stop immediately, and the whole issue should be looked at objectively.",9.05,688.093,690.856,29,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,2,6,5,2,1,5,1,6,6,6,1,22,1,3,Muslim,8,Logistics & Supply Chain Management,5,8,2
2476,1,4/28/14 1:42,R_e4feSPWE9IqP1yJ,,,,,,,2,"It is unfortunate that it took the use of chemical weapons to draw a ""red line"" in the Syrian Civil War. When you have roughly 2,5 million refugees and a death toll over 100,000 people, the use of a particular type of weapon that killed 1-3% doesn't seem right. I do not believe intervention in a civil war should be taken lightly, but if it weren't for the French the United States  might not have obtained independence, if it weren't for the British, Greece would not have obtained independence, so on and so forth. Outside influence is sometimes necessary.Getting involved in an armed conflict is always a difficult choice. It seems as if the US, the UN, and NATO get overly entangled in political games. While I believe that President Obama has the purest intentions on the matter, it being a difficult conflict to engage in, the ""red line"" seemed like an excuse not to get involved earlier. Waiting for the use of chemical weapons to make it a hard line issue doesn't seem right.Most definitely, certain types of weapons receive a different level of attention. I couldn't agree more with the statements both Jimmy Carter and President Obama made regarding the use of chemical weapons. I simply disagree that the other 100,000 that were killed prior did not justify the same attention. The mass exit of over 2,5 million refugees due to the conditions of the civil war should be enough of a sign for the need for intervention. The reasons we get involved in international affairs, and the means of how we chose to get involved seem to be a political chess match, and if there is not enough gain on our behalf, we let innocent people die.It is a difficult choice to get involved in any way in any manor, but I think our government, the UN and NATO have failed the Syrian people in allowing President Bashar al-Assad to slaughter his own people. We fear aiding the ""wrong side"" but if we truly believe in democracy, we should want the people to have the right to have the leaders they wish in place. President Bashar al-Assad has overstayed his welcome, and the ""red line"" should have been drawn sooner. ",9.773,905.407,1089.78,6,5,6,6,6,6,6,6,4,6,4,1,2,6,6,6,1,6,3,6,6,6,4,5,3,1,6,1,1,6,6,1,1,"32 and I am a first generation American, my ethnicity is Greek/Portuguese. The way Americans identify ethnicity is slightly unfair, not all Caucasians should be lumped together so simply. To lump all of white Americans, Europeans, North Africans, people from Western, Central and South Asia all together in one group seems erroneous.",7,3,"Not a traditional Western Christian, no church affiliation or member. Christian ideology based on Jesus' teachings without the tradition and corruption of organized religion. Blended philosophical beliefs from other world religions.  ",5,History,7,10,1
726,1,4/28/14 3:33,R_5cnFhclHq7E1NIN,,,,,,,2,"I think it is horrible that syeria is doing this to innocent people. Its unfair and horribly wrong at the same time I do not think America by are lonesome should have to go completely out of our way to help them. They said we aided the rebels and tried to help them, but is that enough? America is always like the parent country that aids all these foreign countries, but with how much debt we are in we need the help of other powerful countries. We should do as much as possible to help them with out bending over backwards we are already in enough debt. Stuff like this goes on all around the world so its hard to pick what situations to help, we cant help everyone. We have to choose the situations that truly need it.",6.373,6.373,273.392,1,9,4,4,5,2,4,6,6,6,5,4,5,5,5,5,5,4,6,2,3,5,2,5,5,4,6,3,5,2,5,1,1,19,1,1,Catholic,2,Undecided,5,8,1
